question_id,exam_name,question_number,subject,source,subquestion_count,point_count,detected_points,model_points_length,status,notes,missing_specific_points,display_answer_coverage
674,February 2020,6,Evidence,MEE Question Bank (my import),3,1,1,1778,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3",YES_FULL_FALLBACK
675,July 2020,1,Evidence,MEE Question Bank (my import),3,2,"1,1",2632,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3",YES_FULL_FALLBACK
676,July 2022,1,Evidence,MEE Question Bank (my import),3,3,"1,2,3",2229,OK,,,YES_EXACT_POINTS
677,February 2023,6,Evidence,MEE Question Bank (my import),1,2,"1,1",1587,OK,,,YES_EXACT_POINTS
678,February 2024,3,Evidence,MEE Question Bank (my import),1,1,1,1604,OK,,,YES_EXACT_POINTS
679,February 2025,5,Evidence,MEE Question Bank (my import),1,2,"1,1",2048,OK,,,YES_EXACT_POINTS
680,July 2007,6,Real Property,MEE Question Bank (my import),2,6,"1,2,2,2,3,2",5348,OK,,,YES_EXACT_POINTS
681,July 2008,4,Real Property,MEE Question Bank (my import),3,3,"1,2,3",3426,OK,,,YES_EXACT_POINTS
682,February 2009,4,Real Property,MEE Question Bank (my import),3,4,"1,2,3,4",6755,OK,,,YES_EXACT_POINTS
683,February 2010,2,Real Property,MEE Question Bank (my import),3,4,"1,2,3,1",3816,OK,,,YES_EXACT_POINTS
684,July 2010,5,Real Property,MEE Question Bank (my import),2,4,"1,2,3,4",6190,OK,,,YES_EXACT_POINTS
685,July 2011,4,Real Property,MEE Question Bank (my import),1,6,"1,3,2,3,4,3",6105,OK,,,YES_EXACT_POINTS
686,February 2012,8,Real Property,MEE Question Bank (my import),3,3,"1,2,3",5433,OK,,,YES_EXACT_POINTS
687,February 2013,1,Real Property,MEE Question Bank (my import),1,3,"1,2,3",5235,OK,,,YES_EXACT_POINTS
688,July 2013,8,Real Property,MEE Question Bank (my import),3,6,"1,1,2,3,2,2",6861,OK,,,YES_EXACT_POINTS
689,February 2015,4,Real Property,MEE Question Bank (my import),1,3,"1,2,3",3008,OK,,,YES_EXACT_POINTS
690,February 2017,6,Real Property,MEE Question Bank (my import),1,4,"1,1,1,2",2448,OK,,,YES_EXACT_POINTS
691,February 2018,4,Real Property,MEE Question Bank (my import),4,1,1,1826,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3,4",YES_FULL_FALLBACK
692,July 2018,3,Real Property,MEE Question Bank (my import),3,2,"1,1",2117,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3",YES_FULL_FALLBACK
693,February 2020,2,Real Property,MEE Question Bank (my import),3,1,1,1358,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3",YES_FULL_FALLBACK
694,July 2020,6,Real Property,MEE Question Bank (my import),2,1,1,2498,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,2,YES_FULL_FALLBACK
695,February 2021,5,Real Property,MEE Question Bank (my import),1,1,1,820,OK,,,YES_EXACT_POINTS
696,July 2022,6,Real Property,MEE Question Bank (my import),1,1,1,1429,OK,,,YES_EXACT_POINTS
697,February 2023,5,Real Property,MEE Question Bank (my import),2,1,1,1845,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,2,YES_FULL_FALLBACK
698,February 2024,4,Real Property,MEE Question Bank (my import),3,1,2,1598,PARTIAL_MODEL,Only later point detected; likely split/import issue. App will show full available model analysis for missing calls.,"1,3",YES_FULL_FALLBACK
699,July 2024,1,Real Property,MEE Question Bank (my import),4,1,1,2052,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3,4",YES_FULL_FALLBACK
700,February 2008,2,Torts,MEE Question Bank (my import),3,4,"1,2,2,3",3441,OK,,,YES_EXACT_POINTS
701,February 2009,7,Torts,MEE Question Bank (my import),2,5,"1,2,3,4,5",8077,OK,,,YES_EXACT_POINTS
702,February 2010,4,Torts,MEE Question Bank (my import),2,5,"1,2,3,4,5",5116,OK,,,YES_EXACT_POINTS
703,February 2011,4,Torts,MEE Question Bank (my import),4,5,"1,1,2,3,4",4664,OK,,,YES_EXACT_POINTS
704,February 2012,4,Torts,MEE Question Bank (my import),3,4,"1,2,1,3",4554,OK,,,YES_EXACT_POINTS
705,July 2012,6,Torts,MEE Question Bank (my import),3,4,"1,1,1,2",4783,OK,,3,YES_EXACT_POINTS
706,July 2015,1,Torts,MEE Question Bank (my import),3,4,"1,2,3,4",6658,OK,,,YES_EXACT_POINTS
707,July 2016,3,Torts,MEE Question Bank (my import),3,1,2,1558,PARTIAL_MODEL,Only later point detected; likely split/import issue. App will show full available model analysis for missing calls.,"1,3",YES_FULL_FALLBACK
708,July 2017,1,Torts,MEE Question Bank (my import),4,2,"1,1",1654,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3,4",YES_FULL_FALLBACK
709,February 2019,1,Torts,MEE Question Bank (my import),1,1,3,2356,PARTIAL_MODEL,Only later point detected; likely split/import issue. App will show full available model analysis for missing calls.,1,YES_FULL_FALLBACK
710,July 2021,1,Torts,MEE Question Bank (my import),4,1,1,1237,POSSIBLY_INCOMPLETE,Fewer model answer points than subquestions. App will show full available model analysis for missing calls.,"2,3,4",YES_FULL_FALLBACK
711,July 2023,1,Torts,MEE Question Bank (my import),1,0,,0,STRUCTURED_FALLBACK,"No usable model_points, but issue/rule/fact fields can render structured model analysis.",1,YES_STRUCTURED_FALLBACK
712,February 2025,3,Torts,MEE Question Bank (my import),3,1,3,1190,PARTIAL_MODEL,Only later point detected; likely split/import issue. App will show full available model analysis for missing calls.,"1,2",YES_FULL_FALLBACK
